"","Abiotrophia","Acidaminococcus","Acinetobacter","Actinobacillus","Actinomyces","Adlercreutzia","Aerococcus","Aeromonas","Aggregatibacter","Akkermansia","Alistipes","Alloprevotella","Alloscardovia","Anaerococcus","Anaeroglobus","Anaerostipes","Anaerotruncus","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Bulleidia","Butyricicoccus","Butyricimonas","Butyrivibrio","Campylobacter","Capnocytophaga","Cardiobacterium","Catenibacterium","Centipeda","Cetobacterium","Citrobacter","Clostridium","Collinsella","Comamonas","Coprobacillus","Coprobacter","Coprococcus","Corynebacterium","Cronobacter","Cryptobacterium","Desulfovibrio","Dialister","Dorea","Dysgonomonas","Eggerthella","Eggerthia","Eikenella","Enterobacter","Enterococcus","Escherichia","Eubacterium","Faecalibacterium","Flavonifractor","Fretibacterium","Fusobacterium","Gardnerella","Gemella","Gordonibacter","Granulicatella","Haemophilus","Holdemania","Kingella","Klebsiella","Kosakonia","Lachnoanaerobaculum","Lactobacillus","Lactococcus","Lautropia","Leptotrichia","Leuconostoc","Megamonas","Megasphaera","Methanobrevibacter","Methanosphaera","Mitsuokella","Morganella","Mycoplasma","Neisseria","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oxalobacter","Pantoea","Parabacteroides","Paraprevotella","Parascardovia","Parasutterella","Parvimonas","Pectobacterium","Pediococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Plesiomonas","Porphyromonas","Prevotella","Propionibacterium","Proteus","Providencia","Pseudoflavonifractor","Pseudomonas","Pusillimonas","Pyramidobacter","Ralstonia","Raoultella","Roseburia","Rothia","Ruminococcus","Saccharopolyspora","Scardovia","Selenomonas","Serratia","Shewanella","Shigella","Shuttleworthia","Slackia","Solobacterium","Staphylococcus","Stomatobaculum","Streptococcus","Subdoligranulum","Succinatimonas","Sutterella","Tannerella","Treponema","Turicibacter","unclassified","Veillonella","Weissella"
"ERR527145",0,0,0,0,0,0,0,0,0,0.2726,7.17553,0,0,0,0,0,0,0,0,21.66494,0.88272,0,0.05047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05932,0,0,0,0,0,0.05214,0,0,0,0,0,0,0,0.89048,2.37422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65319,0,0,0,0,0,0,0,0.14397,0,0,0.07328,0,0,1.32574,0,0,0,0,0,0,0,0,0,0,0,60.86679,0,0,0,0,0,0,0,0,0,0.9975,0,0.06799,0,0,0,0,0,0,0,0,0,0,0,0,0.71836,0,0,0,0,0,0.730760000000018,0,0
"ERR527146",0,0,0,0,0,0,0,0,0,0.34865,12.04054,0,0,0,0,0.00092,0,0,0,30.82825,0.85997,0,0.30498,0.30449,0,0,0,0,0,0,0,0,0,0,0,0.21589,0.0038,0,0,0,0.06647,0,0,0,0,0,0.09696,0,0,0,0,0,0,0.06802,1.20053,4.00329,0.01717,0,0,0,0,0,0,0.04955,0.00276,0,0.00462,0,0,0,0,0,0,0,0.83164,0,0,0,0,0,0,0,2.31822,0,0,0.10469,0,0,1.46136,0,0,0,0,0,0,0,0,0,0,0,40.15961,0,0,0,0,0,0,0,0,0,2.27613,0,0.08481,0,0,0,0,0,0,0,0,0,0,0,0.02192,0.60417,0,0,0,0,0,1.35005000000002,0.37054,0
"ERR527147",0,0,0,0,0,0.01065,0,0,0,0,12.05488,0,0,0,0,0,0.0143,0,0,52.3956,0,0,0.2331,0.77137,0,0,0,0,0,0,0,0,0,0,0,0.51415,0.02089,0,0,0,0.08768,0,0,0,0,0.21663,0.17023,0,0,0,0,0.00471,0,1.78666,5.16007,9.42968,0,0,0,0,0,0,0,1.16485,0,0,0,0,0,2.52165,0,0,0,0,0,0.00419,0,0,0,0,0,0,1.29773,0,0,1.00649,0,0,3.43244,0,0,0.02753,0,0,0,0,0,0,0,0,0.07413,0,0,0,0,0,0,0,0,0,3.77799,0,0.59049,0,0,0,0,0,0,0,0,0,0,0,0.90096,0.20009,0,0,0,0,0.04556,0.621830000000003,1.46347,0
"ERR527148",0,0.02749,0,0,0,0,0,0,0,0.069,0.76269,0,0,0,0,0,0,0,0,3.60493,0.71211,0.05558,0.38436,1.00234,0,0,0,0,0,0,0,0,0,0,0,0.0208,0.07146,0,0,0,0.06681,0,0,0,0.00903,0,0.29297,0,0,0,0,0,0,0.90733,1.42537,8.3402,0.00044,0,0,0,0,0,0,0.03231,0.02169,0,0.51827,0,0,0,0,0,0,0,3.12416,0.26241,0.04772,0,0.30239,0,0,0,0.02329,0,0,0.45609,0,0,1.50514,0.25188,0,0,0,0,0,0,0,17.18604,0,0,48.71518,0,0,0,0,0,0,0,0,0,4.80697,0,0.79229,0,0,0,0,0,0,0,0,0,0,0,0.04357,0.80427,0,1.93908,0,0,0,1.39729,0.01705,0
"ERR527149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"ERR527150",0,0,0,0,0,0,0,0,0,0,2.03691,0,0,0,0,0,0,0,0,30.08345,0,0,0.30357,7.15153,0,0,0,0,0,0,0,0,0,0,0.00582,0.05444,0.03868,0,0.00395,0,0.00923,0,0,0,0.03223,0,0.05787,0,0,0,0,0,0.00537,3.52079,4.05996,1.29028,0.0188,0,0,0,0,0,0.00442,0.12527,0.01573,0,0.61968,0,0,0.05117,0,0,0,0,0,0.17792,0.07686,0,0,0,0,0,1.31497,0,0,0.01909,0,0,1.45319,0.93195,0,0,0,0,0,0,0,0,0,0,31.8759,0,0,0,0,0,0,0,0,0,0.93533,0.01817,0.67391,0,0,0,0,0,0,0,0,0,0,0,1.68293,2.66726,0,1.31262,0,0,0,0.130480000000006,6.82705,0.41322
"ERR527151",0,0,0,0,0,0,0,0.25336,0,0,0,0,0,0,0,0,0,0,0,4.26093,0,0.08916,0,0.41804,0,0,0,0,0,0,0,0,0,0,0,0.28931,0,0,0.08811,0,0,0,0,0,0,0,0.02244,0,0,0,0,0,0,40.39792,0,0.32306,0,0,1.48601,0,0,0,0,0.13961,0,0,51.26104,0,0,0.13083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03292,0.17317,0,0,0,0,0,0,0,0,0,0,0,0.12233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17659,0,0,0,0,0,0,0.106499999999969,0.22867,0
"ERR527152",0,0,0,0,0,0,0,0.33423,0,0,0,0,0,0,0,0,0,0,0,3.93076,0,0.16401,0,0.34648,0,0,0,0,0,0,0,0,0,0,0,0.28945,0,0,0.03316,0,0,0,0,0,0,0,0.00217,0,0,0,0,0,0,40.64155,0,0.3495,0,0,0.9502,0,0,0,0,0.13789,0.00327,0,51.97488,0,0,0.13304,0,0,0,0,0.00526,0.00913,0,0,0,0,0,0,0,0,0,0,0,0.00741,0.27454,0,0,0,0,0,0,0,0,0,0,0,0.00495,0,0,0,0,0,0,0,0,0,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13469,0.00554,0,0,0,0,0,0.091259999999977,0.1757,0
"ERR527153",0,0,0,0,0.00067,0,0,0,0.02695,0,0.08536,0,0,0,0,0,0,0,0,2.32436,0,0.02194,0.03005,0.12851,0,0,0,0,0,0,0,0,0,0,0.97349,0,0.00199,0,0,0,0.00055,0,0,0,0,0,0.07293,0,0,0,0,0.96125,0,1.54784,2.18444,1.95424,0,0,0.01269,0,0.00726,0,0.02107,1.95004,0,0,0.21574,0,0,0.44377,0,0,0,0,11.92509,0.0398,0,0,0,0,0,0,0.11817,0,0,0,0,0,0.72167,0.05295,0,0,0,0,0,0,0,0,0,0,64.06095,0,0,0,0,0,0,0,0,0.06781,0.18312,0.02546,0,0,0,0,0,0,0,0,0,0,0,0,7.88088,0.20649,0,0,0,0,0,1.21342,0.53849,0.00056
"ERR527154",0,0,0,0.06349,0,0,0,0,0.29495,0,0.07481,0,0,0,0.03549,0,0,0,0,13.029,0,0.7133,0.01311,5.447,0,0,0,0.02782,0.1338,0,0,0,0,0,0,0.61273,0,0,0.00762,0,0,0,0,0,0,0,0.52574,0,0,0,0,0.01734,0,0.34436,0.07229,11.2869,0,0,0.74372,0,0,0,0.01222,17.25483,0.03386,0,0.16368,0,0,0.29982,0,0,0,0,0,0.08844,0,0,0,0,0,0,0,0,0,0.03682,0,0,1.21735,0.00069,0,0,0,0,0,0,0,0,0,0,21.60564,0,0,0,0,0,0,0,0,0,0.34281,0.01649,5.26874,0,0,0,0,0,0,0,0,0,0,0,6.21339,0,0,0,0,0,0,0.786809999999988,13.21494,0
"ERR527155",0,0,0,0.06497,0.00085,0,0,0,0.30299,0,0.13177,0,0,0,0.02618,0,0,0,0,12.8513,0.01072,1.18371,0.04965,5.2201,0,0.00528,0,0,0.17686,0,0,0,0,0,0,0.58788,0.01196,0,0.01433,0,0,0,0,0,0,0,0.47801,0,0,0,0.01182,0.05482,0,0.50623,0.08154,12.13971,0,0,0.47585,0,0,0,0.04019,16.97879,0.03694,0,0.29367,0,0,0.29506,0,0,0,0,0,0.13068,0,0,0,0,0,0,0,0,0,0.04013,0,0,1.27481,0.00318,0,0,0,0,0,0,0,0,0,0,20.21571,0,0,0,0,0,0,0,0,0,0.29403,0.03845,5.6595,0,0,0.00507,0,0,0,0,0,0,0,0,6.40331,0.00877,0,0,0,0,0,0.661609999999953,13.23357,0
"ERR527156",0,0,0,0.09523,0,0,0,0,0.32931,0,0.52349,0,0,0,0,0.0045,0,0,0,11.78034,0.64368,0,0,2.28483,0,0,0,0,0.0403,0,0,0,0,0,0,0.31332,0.05207,0,0.00864,0,0.66095,0,0,0,0,0,0.07593,0,0,0,0,0,0,0.07771,0.10202,9.45569,0,0,1.97334,0,0.23236,0,0.02864,13.30589,0,0.02983,0,0,0,0,0,0,0.20709,0.02901,0.01611,0,0,0,0,0,0,0.68655,0.26165,0,0,0,0,0,0.6998,0.18198,0,0,0,0,0,0,0.05475,0,0,0,40.18311,0,0,0,0,0,0,0,0,0,1.58644,0.0474,0.42828,0,0,0,0,0,0,0,0,0,0,0,5.04615,0.08811,0,0.59333,0,0,0,0.136410000000041,7.37098,0.36478
"ERR527157",0,0,0,0,0,0,0,0,0.07336,0,1.95528,0.03557,0,0,0,0,0,0,0,57.94249,0,0,0,0.73731,0,0,0,0,0.01023,0,0,0,0,0,0.02185,0.26199,0,0,0,0,0,0,0,0,0,0,0.22167,0,0,0,0.00339,0,0.12911,0,0,7.07447,0,0,0.37532,0,0,0,0,3.01246,0,0,1.39258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04817,0,0,0,0,0,0,10.53419,1.73314,0,0,0,0,0,0,0.01082,0,0,0,0.77338,0,0,0,0,0,0,0,0,0,2.13828,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22477,0.11839,0,0,0,0,0,0.342179999999985,9.8296,0
"ERR527158",0,0,0,0.00791,0,0,0,0,0.13297,0,3.67541,0.0189,0,0,0,0,0,0,0,42.50818,0,0.00211,0,0.89618,0,0.01281,0,0,0.13111,0,0,0,0,0,0.13148,0.64768,0,0,0.00804,0,0.04079,0,0,0,0,0.07771,0.14028,0,0.00214,0,0.0975,0.20981,0.3059,0.0565,0.05484,12.23443,0.00137,0,0.29223,0,0.00539,0,0,2.50912,0,0,3.00092,0,0,0,0.00446,0,0.00131,0,0.00864,0.02749,0,0,0,0,0,0.16544,0,0,0,0,0,0,12.28238,3.05105,0,0,0,0,0,0,0.04661,0,0,0,1.50767,0,0,0,0,0,0,0,0,0,2.55763,0.00141,0,0,0,0.00082,0,0,0,0,0,0,0,0,1.35063,0.35024,0,0,0,0,0,0.184569999999994,11.24642,0.01152
"ERR527159",0,0,0,0,0.00061,0,0,0,0,9.37367,26.30122,0,0,0,0,0.00534,0.07691,0.00173,0,29.59698,0,0,0,0.21848,0,0.02083,0,0,0.00894,0,0.00531,0,0,0,0,1.59451,0,0,0.0052,0,0.19868,0,0,0,0.84514,0.00199,0.19327,0,0.00168,0,0,0.2056,0,2.42712,2.7251,4.64178,0.02445,0,0,0,0,0.01455,0,0.20063,0,0,0.00958,0,0,3.17771,0,0,0,0,0,0,0,0,0,0,0,0.00129,1.27642,0,0,2.75017,0,0.00561,7.45592,0,0,0,0,0,0,0,0,0,0,0,0.02232,0,0,0,0.01195,0,0,0.05924,0,0,0.30555,0.00745,0.954,0,0,0,0,0,0,0,0,0,0,0,2.69523,0.59345,0,0,0,0,0,0.271200000000007,1.71319,0
"ERR527160",0,0,0,0.01135,0.01007,0,0,0,0.01016,0,0.01122,0,0,0,0,0,0.02793,0,0,13.73223,0,0.61258,0.15749,14.71372,0,0,0,0,0,0,0,0,0,0,0.00088,8.38229,0.00445,0,0.02257,0,0.78317,0,0,0,0,0,0.24163,0,0.07529,0,0.00122,0,0.1961,2.13462,0.0017,1.32689,0.01779,0,0.58644,0,0.00016,0.00595,0,1.66935,0.02036,0,17.54526,0,0,0,0.29434,0,0,0.0776,31.24679,0.03213,0,0,0,1.47034,0,0,0.09679,0,0,0.03621,0,0.01259,2.44215,0,0,0.0901,0,0,0,0,0,0,0,0,0.00439,0,0,0,0,0,0,0,0,0,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03876,0.06429,0,0,0,0,0,0.879930000000044,0.87594,0.02358
"ERR527161",0,0,0,0,0,0,0,0,0,0,3.2399,0.05956,0,0,0,0.05785,0,0.00548,0,43.08214,0,0.16641,0.26126,1.25354,0,0,0,0,0.00655,0,0,0,0,0,0,0.14326,0,0,0,0,0.05948,0,0,0,0,0,0.03012,0,0.18357,0,0,0,0,0,9.91927,2.38056,0,0,0.04516,0,0,0,0.03239,0.18982,0.00854,0,0,0,0,3.37069,0,0,0,0,0,0.34664,0,0,0,0,0,0,0,0,0,0.11401,0,0,1.1312,0,0,0.05295,0,0,0,0,0.00702,0,0,0,1.15719,0,0,0,0,0,0,0,0,0,4.0043,0,0,0,0,0,0,0,0,0,0,0.01029,0,0,6.06275,0.13979,0,0,0,0,0,0.340530000000015,22.13778,0
"ERR527162",0,0,0,0,0.00275,0,0,0,0,0,3.33113,0.03128,0,0,0,0.07436,0,0.00711,0,41.52076,0,0.19402,0.26733,1.3896,0,0,0,0,0.01182,0,0,0,0,0,0,0.1528,0,0,0,0,0.06885,0,0,0,0,0,0.04814,0,0.13825,0,0,0,0,0,10.35843,2.49246,0,0,0.09099,0,0,0,0.02362,0.17724,0.0122,0,0,0,0,3.70618,0,0,0,0,0,0.37718,0,0,0,0,0,0,0,0,0,0.11956,0,0,0.90099,0,0,0.03889,0,0,0,0,0.01436,0,0,0,1.29163,0,0,0,0,0,0,0,0,0,3.99188,0,0,0,0,0,0,0,0,0,0,0.00394,0,0,6.35613,0.15239,0,0,0,0,0,0.568630000000013,22.0851,0
"ERR527163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"ERR527164",0,0,0,0,0,0.00919,0,0,9e-04,0.00227,1.42539,0,0,0,0,0,0,0,0,59.83518,0,0.89845,0.54881,0.45615,0,0,0,0,0,0,0,0,0,0,0,0.04688,0.07325,0,0,0.02802,0.17628,0,0,0,0.00198,1.07625,0.08469,0,0.0075,0,0,0.01546,0,1.47308,5.48994,8.83716,0.02713,0,0,0,0,0.00573,0,0.46113,0.00537,0,0.06884,0,0,0.09952,0,0,0,0,0,0.74662,0.45601,0,2.09767,0,0,0,0.98709,0,0,0.27923,0,0,2.26337,0,0,0,0,0,0,0,0,0,0,0,0.0426,0,0,0,0,0,0,0.02513,0,0,1.24851,0,4.5339,0,0,0,0,0,0,0,0,0,0,0,0.94257,0.37462,0,1.05359,0,0,0,1.21135000000004,2.58319,0
"ERR527165",0,0,0,0.03773,0,0.0185,0,0,0.00487,0.01877,0.19523,0.00217,0,0,0,0.014,0,0.00147,0,7.62267,0,0.06252,0.01419,2.37573,0,0,0,0.00427,0,0,0,0,0,0,0,1.80221,0.14956,0,7e-04,0.00023,0.25228,0,0,0,0,0.00248,0.36601,0,0,0,0,0,0,1.66208,12.17396,2.93939,0,0,1.62546,0,0,0,0.00517,6.85365,0.00886,0,0.55123,0,0,0,0,0,0,0,0.83755,0,0,0,0,0,0,0,0.12419,0,0.00112,0.00165,0,0,0.47887,0.02973,0,0,0,0,0,0,0,0,0,0,37.44261,0,0,0,0,0,0,0,0,0,4.9406,0.01342,0.81694,0,0,0,0,0,0,0,0,0,0.00193,0,3.35553,0.02663,0,0.66543,0,0,0,10.14864,2.34977,0
"ERR527166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.03848,0,0,0,3.16936,0,0,0,0,0,0,0,0,0,0,0.01919,0,0,0,0,0,0,0,0,0,0,0,0.4073,0,0,0,0,0,0,1.48597,0.59535,16.55936,0,0,0.3476,0,0,0,0,0.28438,0,0,0.71905,0,0,5.0763,0,0,0,0,1.78713,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61214,0,0,0,0,0,0,0,0,0,0,0,9.89076,0,0,0,0,0,0,0,0,0,0.08369,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50752,0,0,0,0,0,0,0.752300000000005,2.66412,0
"ERR527167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.44316,0,0,0,1.4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31715,0,0,0,0,0,0,0.78161,0.38297,15.40375,0,0,0,0,0,0,0,0,0,0,0.2754,0,0,3.04322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2663,0,0,0,0,0,0,0,0,0,0,0,1.64578,0,0,0,0,0,0,0,0,0,1.11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30955,0,0,0,0,0,0,0.295669999999987,2.31308,0
"ERR527168",0,0,0,0,0,0,0,0,0.02007,0,0.04332,0,0,0,0,0,0,0,0,47.81828,0,0.13304,0.06078,3.45871,0,0,0,0,0,0,0,0,0,0,0,0.09175,0.004,0,0.00937,0,0.09315,0,0,0,0,0,0.62993,0,0.04548,0,0,0,0,1.67359,0.5837,27.93674,0,0,0.406,0,0,0,0,0.15412,0,0,1.22122,0,0,6.79817,0,0,0,0,0.05265,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19679,0,0,0.02426,0,0,0,0,0,0,0,0,0.08036,0,0,0,0,0,0,0,0,0,0.06105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62171,0.05138,0,0,0,0,0,1.83731000000003,3.89307,0
"ERR527169",0,0,0,0,0,0,0,1.92033,0,0.15794,0.14208,0,0,0,0,0,0,0,0,19.87311,0.01708,0.18725,0.01728,0.28938,0,0,0,0,0,0,0,0,0,0,0,3.35253,0,0,0.17666,0,0,0,0,0,0,0,0.0368,0.24605,0,0,0,0,0.28444,56.25211,0.00607,0.90791,0,0,7.20967,0,0,0,0,0.94043,0,0,2.10804,0,0,0.59337,0,0,0,0,0.79713,0,0,0,0,0,0,0,0,0,0,0.18791,0,0.11844,0.22108,0,0,0.03695,0,0,0,0,0,0,0,0,0.05039,0,0,0,0,0,0,0,0,0,0.09502,0,0.23108,0,0,0,0,0.02827,0,0,0,0,0,0,0.42148,0.04774,0,0,0,0,0,0.511849999999967,2.53413,0
"ERR527170",0,0,0,0,0,0,0,2.40131,0,0.01591,0.11668,0,0,0,0,0,0,0,0,16.93066,0,0.21642,0.02768,0.32112,0,0,0,0,0,0,0,0,0,0,0,2.39991,0.0105,0,0.12976,0,0,0,0,0,0,0,0.01883,0.18909,0,0,0.00656,0,0.20545,62.52805,0.01677,0.98369,0,0,5.24162,0,0,0,0,0.79547,0,0,2.34289,0,0,0.45955,0,0,0,0,0.57385,0,0,0,0,0,0,0,0,0,0,0.24781,0,0.03343,0.40686,0,0,0.0246,0,0,0,0,0,0,0,0,0.00904,0,0,0,0,0,0,0,0,0,0.09641,0,0.22091,0,0,0,0,0.05059,0,0,0,0,0,0,0.34897,0.02079,0,0,0,0,0,0.454590000000053,2.15423,0
"ERR527171",0,0,0,0,0,0,0,0,0,0.1589,0.55546,0,0,0,0,0,0,0,0,72.93655,0,0.17377,0.10222,1.73074,0,0,0,0,0,0,0,0,0,0,0,0.16619,0.11295,0,0.00378,0,0,0,0,0,0,0,0.21235,0,0,0,0,0,0,1.46574,0.29616,5.65281,0.02682,0,0.04039,0,0,0,0,0,0.02201,0,0.01857,0,0,0,0,0,0,0,7.78963,0,0,0,0,0,0,0,0,0,0,1.34085,0,0,1.4633,0,0,0.15914,0,0,0,0,0,0,0,0,0.03179,0,0,0,0,0,0,0,0,0,0.88435,0,2.5573,0,0,0,0,0,0,0,0,0,0,0,0.02662,0.39531,0,0,0,0,0,1.66676000000001,0.00954,0
"ERR527172",0,0,0,0,0,0,0,0,0,0,1.57941,0,0,0,0.00281,0,0,0,0,58.54448,0.14262,0.06937,0.12148,1.17129,0,0,0,0,0.04102,0,0,0,0,0,0,0.87983,0.01277,0,0,0,0.06641,0,0,0,0,0.0048,0.33854,0,0,0,0,0,0.00104,0.13352,0.09952,16.98679,0.03635,0,1.68805,0,0,0,0,0.42121,0.07828,0,0,0,0,1.20489,0,0,0,0,0,0.01824,0,0,0,0,0,0,0.32495,0,0,0.07763,0,0,2.2945,1.46932,0,0.3585,0,0,0,0,0,0,0,0,0.00531,0,0,0,0,0,0,0,0,0,2.23674,0.00725,0.56279,0,0,0.00172,0,0,0,0,0,0,0,0,3.68653,0.33733,0,0,0,0,0,1.45310999999995,3.5416,0
"ERR527173",0,0,0,0,0,0,0,0,0,2.49287,9.08294,0,0,0,0,0,0.04659,0,0,51.09562,0,0.04697,0.03052,0.13539,0,0,0,0,0,0,0,0,0,0,0,0.21352,0,0,0,0,0,0,0,0,0,0.02253,0.20909,0,0,0,0,0,0,0.15616,11.72206,3.15052,0,0,0,0,0,0,0,0.09554,0,0,0,0,0,0,0,0,0,0,0.0416,0.00214,0,0,0,0,0,0,2.16587,0,0,0.08025,0,0,1.2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4532,0,0.00639,0,0,0,0,0,0,0,0,0,0,0,8.42196,0.22743,0,0,0,0,0,0.183210000000003,7.65743,0
"ERR527174",0,0,0,0,0,0,0,0,0,2.20581,8.46429,0,0,0,0,0,0,0,0,56.54479,0,0,0,0.07794,0,0,0,0,0,0,0,0,0,0,0,0.17398,0,0,0,0,0,0,0,0,0,0,0.16962,0,0,0,0,0,0,0.1704,9.77576,2.90214,0,0,0,0,0,0,0,0.03074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58442,0,0,0.01876,0,0,0.9115,0,0,0,0,0,0,0,0,0,0,0,0.06863,0,0,0,0,0,0,0,0,0,1.33292,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90158,0.33314,0,0,0,0,0,0.0907700000000062,7.24281,0
"ERR527175",0,0,0,0,0,0.00993,0,0,0,4.75011,12.04841,0.00256,0,0,0.00458,0.01129,0.00506,0.01268,0,43.72068,0,0.12298,0.19096,0.36123,0,0,0,0,0.00366,0,0,0,0,0,0,0.33672,0,0,0.02427,0,0.10346,0,0,0,0.08395,0.12542,0.07293,0,0.09041,0,0,0,0,0.19331,8.65995,3.49829,0.01315,0,0,0,0.00361,0,0.00209,0.24392,0.02976,0,0,0,0,0,0,0,0,0,0.06612,0.0298,0,0,0,0,0,0.00155,2.19855,0,0,0.25409,0,0,1.71225,0,0,0.01196,0,0,0,0,0,0,0,0,0.04062,0,0,0,0,0,0,0.0175,0,0,1.3456,0.02012,0.26231,0,0,0.00332,0.01759,0,0,0,8e-04,0,0,0,9.26239,0.45661,0,0,0,0,0.00568,0.567179999999993,9.00059,0
"ERR527176",0,0,0,0,0,0,0,0,0,0,4.95751,0,0,0,0,0,0,0,0,37.65013,0,0.23086,2.3012,5.25929,0,0,0,0,0,0,0,0,0,0,0,10.09065,0,0,0.26707,0,0,0,0,0,0,0,0,0,0.00358,0,0,0,0,4.15985,0.44612,2.62193,0.44182,0,0,0,0,0,0,0.1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19799,0,0,1.68381,0,0,20.22039,0,0,0.66147,0,0,0,0,0,0,0,0,3.23183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95652,0.04624,0,0,0,0,0,1.52951999999999,0.88202,0
"ERR527177",0,0,0,0,0,0,0,0,0,0,4.65816,0,0,0,0,0,0,0,0,30.85151,0,0.16286,2.38042,6.62349,0,0,0,0,0,0,0,0,0,0,0,15.61222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36827,0,0,0.59649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80776,0,0,24.69069,0,0,1.12998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6455,0.26744,0,0,0,0,0,1.20521000000001,0,0
"ERR527178",0,0,0,0,0,0,0,0,0,0,7.42342,0,0,0,0,0,0,0,0,29.01761,0,0.43537,3.96015,7.07355,0,0,0,0,0,0,0,0,0,0,0,14.02072,0,0,0.3846,0,0,0,0,0,0,0,0,0,0.08788,0,0,0,0,5.99311,0,0.05082,0.66141,0,0,0,0,0,0,0,0,0,0.04145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73088,0,0,19.7288,0,0,0.93655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00988,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65616,2.84621,0,0,0,0,0,0.787489999999991,0.15394,0
"ERR527179",0,0,0,0,0,0,0,0,0,0,2.95636,0,0,0,0,0,0,0,0,32.00296,0,0,0,0.42305,0,0,0,0.02429,0.05333,0,0,0,0,0,0,0.75479,0.01689,0,0,0,0.02514,0,0,0,0,0,0.02695,0,0,0,0,0,0,12.37062,11.45574,7.55583,0,0,0.47068,0,0,0,0,0.13698,0.01767,0,0.0351,0,0,0.21399,0,0,0,0,0,0.03466,0,0,0,0,0,0,2.09691,0,0,0.04863,0,0,0.65186,0.80742,0,0.13852,0,0,0,0,0,0,0,0,16.69407,0,0,0,0,0,0,0,0,0,4.91511,0,1.45423,0,0,0,0,0,0,0,0,0.013,0,0,0.04043,0.3324,0,0,0,0,0,0.141480000000016,4.09091,0
